id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,number_of_reviews_ltm,number_of_reviews,price,availability_365,minimum_nights,room_type,last_review,reviews_per_month,calculated_host_listings_count,,license
53937983,"Quiet, cozy 2 bedroom, short train ride to NYC.",436934520,Eric,,Ward D (councilmember Michael Yun),40.74446,-74.0373,5,5,163,94,5,Entire home/apt,4/24/2022,0.91,1,,
53941962,RV right near NYC ferry & river views of Manhattan,428712403,Andy,,Ward D (councilmember Michael Yun),40.76193,-74.02362,0,0,225,228,2,Entire home/apt,,,3,,
53950291,Skyline views near Wall Street,435369966,Millennium Downtown,,Ward E (councilmember James Solomon),40.710026,-74.01136,5,5,309,355,1,Private room,6/5/2022,1.67,7,,
53954295,Panoramic views featuring the Hudson River,435369966,Millennium Downtown,,Ward E (councilmember James Solomon),40.710026,-74.01136,5,5,377,351,1,Private room,6/5/2022,1.22,7,,
53957885,Spacious Suite featuring Hudson River views,435369966,Millennium Downtown,,Ward E (councilmember James Solomon),40.710026,-74.01136,2,2,785,344,1,Private room,3/27/2022,0.68,7,,
53968656,Spectacular views near World Trade Center,435369966,Millennium Downtown,,Ward E (councilmember James Solomon),40.710026,-74.01136,18,18,275,234,1,Private room,6/12/2022,3.72,7,,
53972219,Gaby’s place,140526192,Geyby,,Ward B (councilmember Mira Prinz-Arey),40.71941,-74.0803,15,15,28,0,2,Private room,5/9/2022,3.28,1,,
53985109,Lovely 3 Bed 2 Bath - NYC View & Private Balcony,437333537,Aishah,,Ward F (councilmember Jermaine D. Robinson),40.71196,-74.07181,8,8,206,69,3,Entire home/apt,6/4/2022,4.62,1,,
53991879,The Cozy Skylight: Near PublicTransit to NYC,5541374,Hassan And Patricia,,Ward F (councilmember Jermaine D. Robinson),40.71123,-74.08114,11,11,60,70,3,Private room,6/8/2022,2.36,4,,
54001238,Stylish & quiet studio with private yard sleeps 3,80584114,Anne,,Ward D (councilmember Michael Yun),40.74772,-74.03073,7,7,99,180,2,Entire home/apt,5/1/2022,1.38,1,,
54002950,Room in shared 2 bed apt 30 min to NYC/EWR,21432420,Evgeny&Dan,,Ward A (councilmember Denise Ridley),40.68971,-74.09678,2,2,49,77,3,Private room,1/4/2022,0.36,5,,
54005008,2-bedroom condo in Jersey City near by PATH train,36602803,Anri,,Ward B (councilmember Mira Prinz-Arey),40.7356,-74.07075,1,1,119,347,3,Entire home/apt,5/22/2022,1,1,,
54010092,Stylish Apt minutes from Manhattan w/ Lovely Views,4641300,Lauren,,Ward E (councilmember James Solomon),40.72697,-74.03389,3,3,269,251,3,Entire home/apt,4/10/2022,0.53,1,,
54020998,Huge Sunny Bedroom-Steps to PATH-15 minutes to NYC,273362834,Paul,,Ward C (councilmember Richard Boggiano),40.73234,-74.06655,2,2,49,174,29,Private room,3/27/2022,0.45,3,,
54021321,Private Room min to NYc WIFI desk Queen bed,1410306,Eugene,,Ward D (councilmember Michael Yun),40.75134,-74.04836,2,2,42,130,29,Private room,5/19/2022,1.33,28,,
54064348,Lovely 1 Bed/1 Bath Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72938,-74.04482,8,8,175,0,3,Entire home/apt,5/19/2022,2.03,28,,
54104214,Lovely brownstone apartment close to NYC,6487132,Vladimir,,Ward F (councilmember Jermaine D. Robinson),40.71884,-74.04875,14,14,193,162,3,Entire home/apt,5/20/2022,2.63,1,,STR21-00065
54111174,Modern Designer Theme 2BR Apt near NYC / thePATH - Jersey City,61241326,Remi,,Ward F (councilmember Jermaine D. Robinson),40.70741,-74.08444,9,9,102,217,1,Entire home/apt,5/24/2022,2.65,1,,
54122868,Large chic condo 25 min to NYC/EWR 2bdrm/2btrm,21432420,Evgeny&Dan,,Ward D (councilmember Michael Yun),40.75041,-74.05341,1,1,252,351,29,Entire home/apt,1/4/2022,0.18,5,,
54127333,luxury entire apartment with free parking,438589674,Sherrie,,Ward A (councilmember Denise Ridley),40.67236,-74.11239,16,16,129,323,1,Entire home/apt,6/13/2022,3.33,1,,
54142070,Big 5-bdr Apt Unit w Free Parking on Premises!!,274604030,Mario,,Ward D (councilmember Michael Yun),40.74945,-74.05053,1,1,200,189,60,Entire home/apt,5/20/2022,1,10,,
54161856,JC - Commuters Dream - Lovely Unit on Second Floor,439109949,Viviana,,Ward D (councilmember Michael Yun),40.74982,-74.03934,3,3,72,181,28,Entire home/apt,5/29/2022,0.93,1,,
54179594,La Petite Guest Suite in SoHo,48949937,Jocelyn,,Ward E (councilmember James Solomon),40.72648,-74.00312,3,3,180,129,4,Entire home/apt,6/6/2022,1.58,2,,
54190766,Hoboken Rental Unit-uptown location-minutes to NYC,213321039,Kerri,,Ward D (councilmember Michael Yun),40.75219,-74.02572,17,17,91,31,1,Entire home/apt,5/31/2022,3.54,1,,
54196234,Loft apartment- Jersey City,120008450,Jason,,Ward F (councilmember Jermaine D. Robinson),40.71584,-74.06354,2,2,99,134,5,Entire home/apt,5/8/2022,0.55,1,,
54227151,"Luxury 2BR Apartment, Mins to Time Square",103423674,Eden,,Ward D (councilmember Michael Yun),40.74903,-74.03031,0,0,145,227,120,Entire home/apt,,,3,,
54229019,Artsy space 1 bed w/private bath perfect location.,9008472,Maria Carme,,Ward D (councilmember Michael Yun),40.74735,-74.0481,3,3,90,139,1,Private room,5/30/2022,3,1,,
54230256,Home sweet home in lovely bedroom+private bathroom,439146354,Jessica,,Ward D (councilmember Michael Yun),40.75111,-74.03112,7,7,89,66,2,Private room,5/30/2022,2.53,4,,
54254749,Fully furnished 1 bedroom/2 bathroom apt,119472247,Sarah,,Ward E (councilmember James Solomon),40.73405,-74.04476,0,0,110,257,30,Entire home/apt,,,1,,
54260807,Lovely serviced apartment that can sleep 6-7!,270378279,Erena,,Ward A (councilmember Denise Ridley),40.68725,-74.10512,1,1,120,349,1,Entire home/apt,2/6/2022,0.23,2,,
54266337,Luxe Industrial Loft in Heart of City near NYC,359718053,Jeffrey,,Ward E (councilmember James Solomon),40.72024,-74.03767,4,4,170,247,30,Entire home/apt,4/15/2022,0.82,1,,
54272536,Lincoln Park Cozy Studio,248430196,Jenny,,Ward B (councilmember Mira Prinz-Arey),40.729374,-74.081848,3,3,60,164,28,Entire home/apt,5/31/2022,0.9,8,,
54276808,Lovely 1 bedroom luxury unit high rise,347311751,Nay,,Ward E (councilmember James Solomon),40.73054,-74.03117,2,2,313,254,1,Entire home/apt,3/6/2022,0.44,2,,
54280096,Two Bed One Bath Rail Road Style / Journal Square,255853430,William,,Ward B (councilmember Mira Prinz-Arey),40.74102,-74.0716,2,2,100,298,28,Entire home/apt,4/2/2022,0.57,6,,
54302383,Chic boutique experience,109007648,Tess,,Ward A (councilmember Denise Ridley),40.67283,-74.1092,9,9,113,226,2,Entire home/apt,6/10/2022,2.25,3,,
54318657,PrivateRoomNearLight Rail/Medical Campus /College,440633320,Natacha,,Ward F (councilmember Jermaine D. Robinson),40.70722,-74.08512,8,8,64,250,2,Private room,6/9/2022,1.95,3,,
54320464,Private Room& Free Wifi near popular landmarks,440633320,Natacha,,Ward F (councilmember Jermaine D. Robinson),40.7072,-74.08324,10,10,64,248,2,Private room,6/12/2022,2.44,3,,
54320472,PrivateRoom & freeWifi-Close to NYC,440633320,Natacha,,Ward B (councilmember Mira Prinz-Arey),40.70859,-74.08535,6,6,74,249,2,Private room,5/12/2022,1.43,3,,
54328462,"Jersey City Chic 3 Bedrm, 1 Bath Private Unit",440761965,Keely,,Ward F (councilmember Jermaine D. Robinson),40.70917,-74.07426,0,0,180,309,7,Entire home/apt,,,1,,
54352579,Luxury Jersey City 1B1B at Grove St 10 mins to NYC,49313463,Charlie,,Ward E (councilmember James Solomon),40.719,-74.0399,6,6,158,161,1,Entire home/apt,5/30/2022,2.86,2,,
54356950,Sunny Bedroom with Office-30 minutes to NYC,233680651,Paul,,Ward B (councilmember Mira Prinz-Arey),40.71964,-74.08481,1,1,49,288,29,Private room,3/11/2022,0.31,1,,
54370976,★Luxury★3B2B Prvt★9Guest★Parking★Mins NYC✔PATH✔EWR,441251868,Hina,,Ward C (councilmember Richard Boggiano),40.73055,-74.06993,25,25,299,329,1,Entire home/apt,6/9/2022,5.51,2,,
54378371,Beautiful Modern 1 BR in the Heart of West Village,373060,Tamera,,Ward E (councilmember James Solomon),40.73301,-74.00131,7,7,695,314,2,Entire home/apt,6/8/2022,1.74,1,,
54406719,Spacious master bedroom & private bath in JC,140645915,Nora,,Ward A (councilmember Denise Ridley),40.70835,-74.09042,0,0,53,365,180,Private room,,,3,,
54406975,Lovely private bedroom & shared living area in JC,140645915,Nora,,Ward A (councilmember Denise Ridley),40.70831,-74.09024,0,0,48,365,180,Private room,,,3,,
54407028,Cozy 1-bedroom with shared living space,140645915,Nora,,Ward A (councilmember Denise Ridley),40.70857,-74.09011,0,0,48,365,180,Private room,,,3,,
5.01E+17,"Contemporary 2 bed apt in Battery Park, Manhattan",62434703,Amy,,Ward E (councilmember James Solomon),40.71031,-74.0154,0,0,100,14,10,Private room,,,1,,
5.22E+17,Chic West Village 1-bedroom,343818693,Willa,,Ward E (councilmember James Solomon),40.73043,-74.00123,8,8,250,30,3,Entire home/apt,6/5/2022,1.83,1,,
5.34E+17,Suitable Flat Near The Big Apple,27206602,Judith,,Ward D (councilmember Michael Yun),40.76922,-74.03732,14,14,98,344,2,Entire home/apt,5/16/2022,3.04,3,,
5.35E+17,The Hoboken spot – perfect location!,65890154,Anthony,,Ward D (councilmember Michael Yun),40.74601,-74.0273,14,14,220,271,1,Entire home/apt,6/12/2022,3.44,3,,
5.38E+17,Pinky condo near EWR airport NYC 溫馨粉色公寓,60129986,Lotus,,Ward A (councilmember Denise Ridley),40.69379,-74.09424,1,1,82,287,1,Entire home/apt,2/13/2022,0.24,2,,
5.46E+17,Entire Brownstone 2Bed/1Bath - Minutes to NYC,319005137,Robert,,Ward E (councilmember James Solomon),40.72568,-74.04583,5,5,206,12,3,Entire home/apt,6/13/2022,1.16,28,,
5.46E+17,The little  Cabin Room !,46230603,Amorie,,Ward C (councilmember Richard Boggiano),40.73605,-74.05004,4,4,75,350,1,Private room,6/11/2022,4,1,,
5.47E+17,AMAZING 1-Bedroom Apartment located in Jersey City,31881456,Daniel,,Ward C (councilmember Richard Boggiano),40.73695,-74.06786,3,3,93,178,1,Entire home/apt,6/7/2022,3,1,,
5.47E+17,Cozy Room-Huge Closet-Jersey City-30 mins to NYC,244200457,Paul,,Ward B (councilmember Mira Prinz-Arey),40.71949,-74.08321,1,1,39,323,29,Private room,4/1/2022,0.39,3,,
5.47E+17,Welcome to THE YELLOW HOUSE.,255426939,Dennis,,Ward A (councilmember Denise Ridley),40.694199,-74.093781,0,0,200,313,28,Entire home/apt,,,2,,
5.47E+17,Private BR Mins Bus NYC Time SQ Laundry Parking,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.75912,-74.04895,1,1,40,276,28,Private room,4/3/2022,0.41,22,,
5.48E+17,Lovely 2 Bedroom Financial District  stunning view,11826802,Mark,,Ward F (councilmember Jermaine D. Robinson),40.70625,-74.00457,0,0,250,113,3,Entire home/apt,,,1,,
5.48E+17,Lovely Railroad Style Apt in Jersey City!,99511145,Nichole,,Ward E (councilmember James Solomon),40.72,-74.0439,1,1,93,1,3,Private room,2/28/2022,0.28,1,,
5.48E+17,HUGE Sun-Drenched 3BR 1 Stop to NYC,293407375,Geo,,Ward D (councilmember Michael Yun),40.74731,-74.03128,23,23,271,134,2,Entire home/apt,5/29/2022,5.04,6,,
5.49E+17,2-BR +divide-room only 4.6 miles to NYC Manhattan,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75024,-74.04843,6,6,120,295,2,Entire home/apt,6/9/2022,1.57,5,,Jersey City Short-Term Rental Permit NO. STR22-005
5.49E+17,MODERN 2BR/1.5 BA APARTMENT IN DOWNTOWN NYC,407304997,Boomerang,,Ward E (councilmember James Solomon),40.70848,-74.00752,2,2,300,206,30,Entire home/apt,5/13/2022,0.81,18,,
5.49E+17,"BEST rooftop view in NYC, bright, spacious, luxury",439289821,Mel,,Ward E (councilmember James Solomon),40.7078,-74.00575,4,4,299,307,1,Entire home/apt,6/1/2022,1.58,3,,
5.49E+17,Spacious and ideally located 1-BR in Hoboken,17970149,Alex,,Ward D (councilmember Michael Yun),40.75159,-74.0306,1,1,150,165,2,Entire home/apt,3/20/2022,0.34,1,,
5.49E+17,Financial district 1 BR/1 BA with W/D by Boomerang,407304997,Boomerang,,Ward E (councilmember James Solomon),40.71041,-74.00739,0,0,350,316,30,Entire home/apt,,,18,,
5.49E+17,"BEAUTIFULLY DESIGNED 2 BR/1,5BA APARTMENT",407304997,Boomerang,,Ward E (councilmember James Solomon),40.70875,-74.00676,0,0,300,282,30,Entire home/apt,,,18,,
5.51E+17,"Delightful 1-bedroom apartment, 15 mins to NYC",428712403,Andy,,Ward D (councilmember Michael Yun),40.76635,-74.03185,1,1,96,168,1,Entire home/apt,3/13/2022,0.32,3,,
5.52E+17,"Newly renovated condo, minutes to NYC!",156830486,Krithika,,Ward E (councilmember James Solomon),40.71733,-74.047,16,16,205,210,1,Entire home/apt,5/23/2022,3.9,1,,
5.53E+17,Entire 5 Bedroom Brownstone! Minutes to NYC,319005137,Robert,,Ward E (councilmember James Solomon),40.72822,-74.04279,0,0,5000,133,2,Entire home/apt,,,28,,
5.53E+17,Cozy 2-bedroom Apartment in Financial District,2867137,Avi,,Ward F (councilmember Jermaine D. Robinson),40.70526,-74.00992,0,0,250,158,30,Entire home/apt,,,4,,
5.53E+17,Stay as long as you want | 2BR in Hoboken,359229620,Casey,,Ward D (councilmember Michael Yun),40.74637,-74.03845,0,0,267,365,30,Entire home/apt,,,66,,
5.53E+17,Huge Bedroom-Jersey City-30 mins to NYC,207038607,Paul,,Ward B (councilmember Mira Prinz-Arey),40.71915,-74.08254,0,0,44,306,29,Private room,,,2,,
5.53E+17,Ashmont Grove by Rove | Modern 2 Bedroom Greenwich Village Apartment,404940500,Rove,,Ward E (councilmember James Solomon),40.73303,-74.002,1,1,658,43,30,Entire home/apt,5/31/2022,1,1,,
5.54E+17,"2-bedroom apartment, sleeps up to 6, NYC 15 mins",428712403,Andy,,Ward D (councilmember Michael Yun),40.76621,-74.0311,12,12,65,171,1,Entire home/apt,6/12/2022,7.66,3,,
5.54E+17,Downtown NYC 2 BD/2 BA + Office (Gym and Rooftop),407304997,Boomerang,,Ward E (councilmember James Solomon),40.70851,-74.00894,0,0,300,304,30,Entire home/apt,,,18,,
5.54E+17,Lovely 1 bedroom in West Village (Only monthly),58948043,Zisan,,Ward E (councilmember James Solomon),40.73095,-74.00197,0,0,147,223,30,Entire home/apt,,,1,,
5.54E+17,Spacious and lovely 1-bedroom rental in NYC,593862,Tinnie,,Ward E (councilmember James Solomon),40.71548,-74.0136,0,0,196,137,30,Entire home/apt,,,1,,
5.55E+17,"Hip-Hop House - Spacious & Nostalgic, Close to NYC",434559470,Beast Enterprise,,Ward F (councilmember Jermaine D. Robinson),40.71234,-74.0663,11,11,110,160,3,Entire home/apt,6/5/2022,3.24,1,,
5.55E+17,Stylish West Village Studio,6583272,Galina,,Ward E (councilmember James Solomon),40.73476,-74.0067,0,0,240,58,31,Entire home/apt,,,1,,
5.56E+17,Lovely rental unit in Jersey City,56864868,Paul,,Ward C (councilmember Richard Boggiano),40.7429,-74.05134,2,2,176,360,4,Entire home/apt,6/7/2022,0.52,1,,
5.57E+17,Big BR Private Bath Huge Apt Lt Rail Path JCMC NYC,443343607,Kevin,,Ward F (councilmember Jermaine D. Robinson),40.71183,-74.07155,0,0,49,311,28,Private room,,,7,,
5.57E+17,Charming 1890's Era home in Jersey City,7337892,Brian J.,,Ward F (councilmember Jermaine D. Robinson),40.71682,-74.06994,0,0,98,166,1,Entire home/apt,,,1,,
5.57E+17,Delightful 1 BR just 20 mins to Times Square!,307885392,Ashley & Shelley,,Ward D (councilmember Michael Yun),40.76729,-74.04194,10,10,122,287,2,Entire home/apt,5/29/2022,2.97,25,,
5.57E+17,Beautiful and Clean Luxury  Waterfront Studio,72543333,Jordan,,Ward F (councilmember Jermaine D. Robinson),40.70674,-74.0169,1,1,289,288,14,Entire home/apt,5/1/2022,0.65,1,,
5.57E+17,Fantastic 2 Bed RailRoad Near Journal Square,254422852,Ben,,Ward B (councilmember Mira Prinz-Arey),40.74095,-74.07186,1,1,89,310,28,Entire home/apt,3/13/2022,0.32,3,,
5.58E+17,Lovely 1-bedroom apartment in West Village!,441470396,Daniel Sebastian,,Ward E (councilmember James Solomon),40.72828,-74.00126,4,4,313,339,4,Entire home/apt,5/17/2022,2.11,3,,
5.58E+17,Lovely Large 1 Bedroom Unit In Downtown Hoboken,11339009,Kari,,Ward D (councilmember Michael Yun),40.74146,-74.03622,6,6,179,168,2,Entire home/apt,6/5/2022,2.28,1,,
5.58E+17,"New Two Bedroom Apt, Close to NYC and All shopping",233838758,Sunil,,Ward B (councilmember Mira Prinz-Arey),40.72142,-74.08475,1,1,110,343,30,Entire home/apt,6/6/2022,1,4,,
5.58E+17,Welcome to Casa Gibson A One Bedroom Apt Dream,444214724,Antoinette,,Ward B (councilmember Mira Prinz-Arey),40.72579,-74.08006,4,4,164,74,2,Entire home/apt,5/9/2022,1.36,1,,
5.58E+17,"Hip Hoboken 2BR w/ Gym, W/D & Free Shuttle near Waterfront, by Blueground",107434423,Blueground,,Ward D (councilmember Michael Yun),40.747784,-74.0368884,0,0,380,354,31,Entire home/apt,,,91,,
5.58E+17,"Modern Hoboken 1BR w/ Doorman, Gym & W/D, near shuttle, by Blueground",107434423,Blueground,,Ward D (councilmember Michael Yun),40.7474751,-74.0386083,1,1,288,334,31,Entire home/apt,4/2/2022,0.4,91,,
5.58E+17,"Sunny Jersey City 1BR w/ Gym & W/D, near PATH, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.72349,-74.03585,0,0,346,0,31,Entire home/apt,,,91,,
5.58E+17,"Roomy Jersey City 2BR w/ Elevator, Gym & W/D, near PATH, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.7224587,-74.0354331,0,0,366,333,31,Entire home/apt,,,91,,
5.59E+17,🤩The New Cozy Clean 2 Bedroom Near📍 NYC Manhattan,231043671,Green Investors LLC,,Ward A (councilmember Denise Ridley),40.67406,-74.10935,12,12,134,351,2,Entire home/apt,5/19/2022,2.95,2,,
5.59E+17,Executive King Studio w Full Kitchen,1011577,Peachtree,,Ward C (councilmember Richard Boggiano),40.734753,-74.062813,22,22,197,197,1,Entire home/apt,6/5/2022,5.45,4,,
5.60E+17,Private Quiet BR Luxury Apt Lt Rail JCMC Path NYC,443343607,Kevin,,Ward F (councilmember Jermaine D. Robinson),40.71326,-74.07208,0,0,38,254,30,Private room,,,7,,
5.60E+17,"Premium Hoboken 2BR w/ Gym, Pool & Lounge, near waterfront, by Blueground",107434423,Blueground,,Ward D (councilmember Michael Yun),40.747784,-74.0368884,0,0,391,3,31,Entire home/apt,,,91,,
5.61E+17,History Meets Modern Luxury in Jersey city complex,170946245,Iyana,,Ward F (councilmember Jermaine D. Robinson),40.72223,-74.06578,27,27,122,145,1,Entire home/apt,6/13/2022,8.53,3,,
5.61E+17,beautiful large sunny penthouse condo apartment,14902860,Velma,,Ward D (councilmember Michael Yun),40.75474,-74.04344,4,4,175,215,30,Entire home/apt,6/1/2022,1.45,4,,
5.62E+17,Apartment in Luxury new building,366470668,Olga,,Ward E (councilmember James Solomon),40.71053,-74.00732,3,3,760,365,4,Entire home/apt,6/12/2022,0.85,1,,
5.62E+17,Beautiful 3Bd/2Ba-Minutes to NYC!,319005137,Robert,,Ward C (councilmember Richard Boggiano),40.73219,-74.06283,7,7,370,168,3,Entire home/apt,6/11/2022,2.21,28,,
5.62E+17,"Modern Hoboken 2BR w/ Doorman, Gym & W/D, near shuttle, by Blueground",107434423,Blueground,,Ward D (councilmember Michael Yun),40.7492163,-74.0376694,0,0,312,340,31,Entire home/apt,,,91,,
5.62E+17,"Sleek Jersey City 1BR w/ W/D, Gym & Elevator, near PATH, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.7224587,-74.0354331,0,0,276,286,31,Entire home/apt,,,91,,
5.62E+17,"Modern Jersey City 2BR w/ W/D, Gym & Elevator, near PATH, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.7224587,-74.0354331,0,0,366,296,31,Entire home/apt,,,91,,
5.62E+17,"Bright Jersey City 2BR w/ W/D, Gym & Elevator, near PATH, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.7224587,-74.0354331,0,0,341,323,31,Entire home/apt,,,91,,
5.62E+17,Serviced Apt with Queen bed & Sofabed and kitchen,1011577,Peachtree,,Ward C (councilmember Richard Boggiano),40.734753,-74.062813,17,17,185,199,1,Entire home/apt,6/4/2022,4.36,4,,
5.62E+17,Massive Studio in Financial District,156058958,Andrea,,Ward F (councilmember Jermaine D. Robinson),40.70549,-74.01463,0,0,125,210,30,Entire home/apt,,,1,,
5.62E+17,Stylish Queen Studio with Kitchen and a balcony,1011577,Peachtree,,Ward C (councilmember Richard Boggiano),40.73475,-74.06281,38,38,207,200,1,Entire home/apt,6/3/2022,9.83,4,,
5.62E+17,Double Queen Bed with Sofabed and Kitchen,1011577,Peachtree,,Ward C (councilmember Richard Boggiano),40.734753,-74.062813,3,3,211,132,1,Entire home/apt,4/23/2022,0.78,4,,
5.63E+17,NEW! Contemporary Jersey City Abode ~ 5 Mi to NYC!,121680792,Evolve,,Ward B (councilmember Mira Prinz-Arey),40.7247,-74.07126,0,0,129,349,30,Entire home/apt,,,3,,
5.63E+17,Lovely 1Bd / 1Ba & YARD! Minutes to NYC!,319005137,Robert,,Ward C (councilmember Richard Boggiano),40.73152,-74.06193,2,2,174,168,3,Entire home/apt,5/22/2022,0.65,28,,
5.63E+17,Central 2Bd / 1Ba-  Minutes Walk to PATH!,319005137,Robert,,Ward C (councilmember Richard Boggiano),40.73296,-74.06188,7,7,281,168,3,Entire home/apt,6/5/2022,2.36,28,,
5.63E+17,Sunny Room-Huge Built In Closet-30 mins to NYC,157054260,Dan,,Ward B (councilmember Mira Prinz-Arey),40.71964,-74.08324,0,0,39,326,29,Private room,,,2,,
5.64E+17,"Gorgeous Jersey City 1BR w/ Elevator & W/D, quiet street, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.72113,-74.04333,0,0,288,1,31,Entire home/apt,,,91,,
5.65E+17,Private BR Lux Apt Lt Rail Path Mins NYC JCMC WTC,443343607,Kevin,,Ward F (councilmember Jermaine D. Robinson),40.71306,-74.07058,0,0,45,334,30,Private room,,,7,,
5.65E+17,Lovely 4-Bedroom Apartment in Hoboken,51756472,Michael,,Ward D (councilmember Michael Yun),40.74311,-74.03815,4,4,199,7,1,Entire home/apt,3/29/2022,1.11,54,,
5.65E+17,"20 min to Time Square NYC | 3BR, 5 bed Apartment",407553017,Sunset Stays,,Ward D (councilmember Michael Yun),40.74483,-74.05177,3,3,165,319,28,Entire home/apt,5/14/2022,0.83,1,,
5.68E+17,Private Quiet BR Lux Apt Lt Rail JCMC Path NYC WTC,443343607,Kevin,,Ward F (councilmember Jermaine D. Robinson),40.71181,-74.07163,0,0,39,180,30,Private room,,,7,,
5.68E+17,Zen Energy Home: 4BR/3BA,446289575,Sonny,,Ward D (councilmember Michael Yun),40.74979,-74.0405,7,7,532,206,1,Entire home/apt,5/29/2022,1.93,1,,
5.68E+17,"Gorgeous West Village 1BR w/ W/D, near 1 & PATH, by Blueground",107434423,Blueground,,Ward E (councilmember James Solomon),40.73430411,-74.00941116,0,0,550,76,31,Entire home/apt,,,91,,
5.68E+17,Master BR Private Bath w view LtRail JCMC Path NYC,443343607,Kevin,,Ward F (councilmember Jermaine D. Robinson),40.71299,-74.07012,1,1,59,305,30,Private room,5/31/2022,1,7,,
5.68E+17,Luxury 2-Bedroom Just Minutes from Manhattan,250395554,Nkiru,,Ward F (councilmember Jermaine D. Robinson),40.72362,-74.06566,3,3,166,159,4,Entire home/apt,5/25/2022,1.23,1,,
5.68E+17,Classic Renovated TriBeca Loft,50760546,CRNY Monthly Rentals,,Ward E (councilmember James Solomon),40.71962,-74.00524,1,1,499,165,30,Entire home/apt,5/6/2022,0.73,2,,
5.68E+17,A place where you feel at home,199067411,Berkis,,Ward D (councilmember Michael Yun),40.75839,-74.0446,3,3,60,315,14,Private room,6/12/2022,1.64,2,,
5.69E+17,"Cozy SOHO Apartment, 2 Bedrooms",12498962,Sylvia,,Ward E (councilmember James Solomon),40.72668,-74.00178,1,1,230,165,5,Entire home/apt,4/6/2022,0.42,1,,
5.69E+17,Charming Studio Loft in the Heart of SOHO + DESK,22297226,Lily,,Ward E (councilmember James Solomon),40.7274,-74.00095,2,2,162,242,28,Entire home/apt,5/7/2022,0.78,1,,
5.69E+17,NEW Charming Spacious 2-bedroom only 8 mins to NYC,414520775,Extenze,,Ward D (councilmember Michael Yun),40.75318,-74.03082,0,0,234,342,2,Entire home/apt,,,1,,
5.70E+17,Gigantic Room-Two Massive Closets-30mins to NYC,244241074,Paul,,Ward B (councilmember Mira Prinz-Arey),40.72082,-74.0868,2,2,40,306,29,Private room,5/16/2022,0.81,2,,
5.70E+17,Spacious-Modern-NYC in Mins. 2Bdrm/2Bath w/ Patio,6472134,Pierre,,Ward F (councilmember Jermaine D. Robinson),40.71101,-74.06214,11,11,183,36,3,Entire home/apt,6/6/2022,3.27,2,,
5.72E+17,Private bedroom with bathroom near Manhattan,447123453,Ahmed,,Ward A (councilmember Denise Ridley),40.67064,-74.09688,5,5,100,339,1,Private room,6/6/2022,1.85,1,,
5.72E+17,1 bed / bath in a spacious  2 bed with ⭐️  views,12711131,Yogini,,Ward E (councilmember James Solomon),40.70715,-74.00471,0,0,111,89,30,Private room,,,1,,
5.72E+17,"Event Space - Pop Up Shop, Birthday Party, Art",109007648,Tess,,Ward A (councilmember Denise Ridley),40.67413,-74.10895,1,1,420,319,1,Entire home/apt,4/24/2022,0.57,3,,
5.72E+17,!! ✨ Guest Room with 2 Queen Beds at Hyatt House Jersey City + Complimentary Breakfast Buffet!,441370098,Hyatt House,,Ward E (councilmember James Solomon),40.71514,-74.03307,43,43,262,42,1,Entire home/apt,6/12/2022,13.58,2,,
5.72E+17,LOVELY 1- BEDROOM APARTMENT WITH FREE PARKING.,34485198,Lilian,,Ward D (councilmember Michael Yun),40.76491,-74.04073,11,11,120,257,3,Entire home/apt,6/13/2022,3.55,2,,
5.73E+17,Cozy 1 BR Apt 10 mins to Downtown Manhattan,6472916,Nicole,,Ward F (councilmember Jermaine D. Robinson),40.71844,-74.06737,4,4,157,154,1,Entire home/apt,5/22/2022,1.48,1,,
5.73E+17,Private Quiet BR Bus 2 NYC Journal SQ PATH Laundry,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.74523,-74.06118,1,1,41,296,28,Private room,5/31/2022,1,22,,
5.74E+17,Beautiful spacious apartment 10 min from NYC.,259034109,Margarita,,Ward D (councilmember Michael Yun),40.75943,-74.02707,4,4,175,106,4,Entire home/apt,5/30/2022,1.54,1,,
5.74E+17,Lovely 1 big bedroom in Union City,440486678,Mehmet,,Ward D (councilmember Michael Yun),40.75673,-74.03841,3,3,70,0,2,Private room,3/27/2022,0.88,1,,
5.75E+17,🗽Lovely Unit+Free Parking & Kitchen Near JFK Blvd,276389083,Mabel,,Ward D (councilmember Michael Yun),40.76179,-74.04436,15,15,124,330,2,Entire home/apt,6/13/2022,5.49,1,,
5.76E+17,Parkside 2-bedroom Apartment in House with Parking,163384875,Sarah & Burak,,Ward B (councilmember Mira Prinz-Arey),40.72322,-74.08124,0,0,145,75,29,Entire home/apt,,,2,,
